id,Name,Address,Website,Instate-On campus,Instate-Off campus,Instate-Off Campus with Family,Outstate-On campus,Outstate-Off campus,Outstate-Off Campus with Family
183974,Centenary University,"Centenary University
Address : 400 Jefferson St, Hackettstown, New Jersey 07840",www.centenarycollege.edu,"$47,717",,,"$48,313","$37,419",
106713,Central Baptist College,"Central Baptist College
Address : 1501 College Avenue, Conway, Arkansas 72034",www.cbc.edu,"$26,104",,,"$23,966","$18,890",
154855,Central Christian College of Kansas,"Central Christian College of Kansas
Address : 1200 S Main, McPherson, Kansas 67460-5740",www.centralchristian.edu,"$28,370",,,"$29,620","$21,820",
176910,Central Christian College of the Bible,"Central Christian College of the Bible
Address : 911 E Urbandale Dr, Moberly, Missouri 65270-1997",www.cccb.edu,"$24,210",,,"$26,759","$18,585",
153108,Central College,"Central College
Address : 812 University, Pella, Iowa 50219",www.central.edu,"$49,214",,,"$49,214","$39,234",
128771,Central Connecticut State University,"Central Connecticut State University
Address : 1615 Stanley St, New Britain, Connecticut 06050",www.ccsu.edu,"$25,215","$25,215","$15,323","$38,076","$38,076","$28,184"
445267,Central Methodist University-College of Graduate and Extended Studies,"Central Methodist University-College of Graduate and Extended Studies
Address : 411 Central Methodist Square, Fayette, Missouri 65248-1198",www.centralmethodist.edu,"$18,080",,"$11,600",,,
176947,Central Methodist University-College of Liberal Arts and Sciences,"Central Methodist University-College of Liberal Arts and Sciences
Address : 411 Central Methodist Square, Fayette, Missouri 65248-1198",www.centralmethodist.edu/,"$36,760",,,"$33,630","$29,210",
169248,Central Michigan University,"Central Michigan University
Address : 106 Warriner Hall, Mount Pleasant, Michigan 48859",www.cmich.edu,"$23,494","$21,434","$14,088","$35,014","$32,954","$25,608"
211477,Central Penn College,"Central Penn College
Address : College Hill &amp; Valley Rds, Summerdale, Pennsylvania 17093-0309",www.centralpenn.edu,"$27,144",,,"$23,846","$20,346",
201690,Central State University,"Central State University
Address : 1400 Brush Row Rd, Wilberforce, Ohio 45384-1004",www.centralstate.edu,"$18,880","$19,780","$9,846","$20,730","$21,630","$11,696"
234827,Central Washington University,"Central Washington University
Address : 400 East University Way, Ellensburg, Washington 98926-7501",www.cwu.edu,"$21,908","$21,908","$11,733","$35,711","$35,711","$25,536"
488004,Central Yeshiva Beth Joseph,"Central Yeshiva Beth Joseph
Address : 1502 Avenue N, Brooklyn, New York 11230-6043",centralyeshivabethjoseph.com,"$28,474",,"$16,800",,,
189857,Central Yeshiva Tomchei Tmimim Lubavitz,"Central Yeshiva Tomchei Tmimim Lubavitz
Address : 841-853 Ocean Pky, Brooklyn, New York 11230",centralyeshiva.com,"$13,200",,,"$24,174","$12,500",
234845,Centralia College,"Centralia College
Address : 600 Centralia College Blvd., Centralia, Washington 98531-4099",www.centralia.edu,"$18,564","$18,564","$7,963","$18,976","$18,976","$8,375"
156408,Centre College,"Centre College
Address : 625 W Walnut St, Danville, Kentucky 40422-1394",www.centre.edu,"$52,460",,,"$50,310","$41,700",
451741,Centro de Estudios Multidisciplinarios-Bayamon,"Centro de Estudios Multidisciplinarios-Bayamon
Address : 25 Degetau St, Bayamn, Puerto Rico 00961",www.cempr.edu,"$14,815",,"$10,961",,,
376224,Centro de Estudios Multidisciplinarios-Humacao,"Centro de Estudios Multidisciplinarios-Humacao
Address : 8 Dr Vidal St, Humacao, Puerto Rico 00791-4210",www.cempr.edu,"$14,815",,"$10,961",,,
484835,Centro de Estudios Multidisciplinarios-Mayaguez,"Centro de Estudios Multidisciplinarios-Mayaguez
Address : Calle Cristy #56, Mayaguez, Puerto Rico 00680-0000",cempr.edu/,"$14,815",,"$10,961",,,
241517,Centro de Estudios Multidisciplinarios-San Juan,"Centro de Estudios Multidisciplinarios-San Juan
Address : 1206  13th. Street  Ext San Agustin, San Juan, Puerto Rico 00926-1931",www.cempr.edu,"$14,815",,"$10,961",,,
232016,Centura College-Virginia Beach,"Centura College-Virginia Beach
Address : 2697 Dean Dr Ste 100, Virginia Beach, Virginia 23452-7431",www.centuracollege.edu,"$32,250",,"$22,764",,,
180948,Chadron State College,"Chadron State College
Address : 1000 Main St, Chadron, Nebraska 69337-2690",www.csc.edu,"$20,098","$20,098","$10,054","$20,128","$20,128","$10,084"
454245,Chamberlain College of Nursing-Arizona,"Chamberlain College of Nursing-Arizona
Address : 2149 West Dunlap Ave., Phoenix, Arizona 85021",www.chamberlain.edu,"$38,270",,"$25,746",,,
489353,Chamberlain College of Nursing-California,"Chamberlain College of Nursing-California
Address : 109 Sun Center Drive, Rancho Cordova, California 95670",www.chamberlain.edu,"$38,270",,"$25,746",,,
457129,Chamberlain College of Nursing-Florida,"Chamberlain College of Nursing-Florida
Address : 5200 Belfort Road, Suite 100, Jacksonville, Florida 32256",www.chamberlain.edu,"$36,654",,"$25,746",,,
475732,Chamberlain College of Nursing-Georgia,"Chamberlain College of Nursing-Georgia
Address : 5775 Peachtree Dunwoody Road, NE, Suite A100, Atlanta, Georgia 30342-1501",www.chamberlain.edu,"$36,654",,"$25,746",,,
454227,Chamberlain College of Nursing-Illinois,"Chamberlain College of Nursing-Illinois
Address : 1221 N. Swift Road, Addison, Illinois 60101",www.chamberlain.edu,"$36,654",,"$25,746",,,
475741,Chamberlain College of Nursing-Indiana,"Chamberlain College of Nursing-Indiana
Address : 9100 Keystone Crossing, Suite 600, Indianapolis, Indiana 46240",www.chamberlain.edu,"$36,654",,"$25,746",,,
486947,Chamberlain College of Nursing-Michigan,"Chamberlain College of Nursing-Michigan
Address : 200 Kirts Boulevard, Suite C, Troy, Michigan 48084-5286",www.chamberlain.edu,"$36,654",,"$25,746",,,
486938,Chamberlain College of Nursing-Nevada,"Chamberlain College of Nursing-Nevada
Address : 9901 Covington Cross Drive, Las Vegas, Nevada 89144-6595",www.chamberlain.edu,"$38,270",,"$25,746",,,
486956,Chamberlain College of Nursing-New Jersey,"Chamberlain College of Nursing-New Jersey
Address : 630 U.S. Highway One, North Brunswick, New Jersey 08902-3492",www.chamberlain.edu,"$38,270",,"$25,746",,,
489344,Chamberlain College of Nursing-North Carolina,"Chamberlain College of Nursing-North Carolina
Address : 2015 Ayrsley Town Boulevard, Suite 204, Charlotte, North Carolina 28273",www.chamberlain.edu,"$36,654",,"$25,746",,,
454236,Chamberlain College of Nursing-Ohio,"Chamberlain College of Nursing-Ohio
Address : 1350 Alum Creek Drive, Columbus, Ohio 43209",www.chamberlain.edu,"$36,654",,"$25,746",,,
466930,Chamberlain College of Nursing-Texas,"Chamberlain College of Nursing-Texas
Address : 11025 Equity Drive, Houston, Texas 77041",www.chamberlain.edu,"$36,654",,"$25,746",,,
460871,Chamberlain College of Nursing-Virginia,"Chamberlain College of Nursing-Virginia
Address : 2450 Crystal Drive, Arlington, Virginia 22202",www.chamberlain.edu,"$38,270",,"$25,746",,,
141486,Chaminade University of Honolulu,"Chaminade University of Honolulu
Address : 3140 Waialae Avenue, Honolulu, Hawaii 96816-1578",www.chaminade.edu,"$39,845",,,"$39,633","$27,155",
230852,Champlain College,"Champlain College
Address : 163 S Willard St, Burlington, Vermont 05401",www.champlain.edu,"$56,306",,,"$52,410","$41,834",
111948,Chapman University,"Chapman University
Address : One University Dr., Orange, California 92866",www.chapman.edu,"$66,578",,,"$66,578","$54,310",
111966,Charles R Drew University of Medicine and Science,"Charles R Drew University of Medicine and Science
Address : 1731 E 120th St, Los Angeles, California 90059",www.cdrewu.edu,"$31,267",,"$18,773",,,
217688,Charleston Southern University,"Charleston Southern University
Address : 9200 University Blvd, Charleston, South Carolina 29406-9121",www.csuniv.edu,"$38,740",,,"$38,190","$29,140",
444778,Charlotte Christian College and Theological Seminary,"Charlotte Christian College and Theological Seminary
Address : 3117 Whiting Ave, Charlotte, North Carolina 28205-1648",www.charlottechristian.edu,"$27,155",,"$15,920",,,
102845,Charter College,"Charter College
Address : 17200 S.E. Mill Plain Boulevard, Suite 100, Vancouver, Washington 98683-7575",www.chartercollege.edu,"$36,339",,"$29,546",,,
128780,Charter Oak State College,"Charter Oak State College
Address : 55 Paul Manafort Drive, New Britain, Connecticut 06053",www.charteroak.edu,"$24,213",,"$15,957","$26,571","$18,315",
211556,Chatham University,"Chatham University
Address : Woodland Rd, Pittsburgh, Pennsylvania 15232",www.chatham.edu,"$49,517",,,"$51,017","$39,975",
211583,Chestnut Hill College,"Chestnut Hill College
Address : 9601 Germantown Ave, Philadelphia, Pennsylvania 19118-2693",www.chc.edu,"$49,755",,,"$49,351","$39,455",
211608,Cheyney University of Pennsylvania,"Cheyney University of Pennsylvania
Address : 1837 University Circle, Cheyney, Pennsylvania 19319-0200",www.cheyney.edu,"$27,558","$25,574","$16,606","$33,654","$31,670","$22,702"
144005,Chicago State University,"Chicago State University
Address : 9501 S. King Drive, Chicago, Illinois 60628-1598",www.csu.edu,"$24,891","$24,891","$16,167","$31,851","$31,851","$23,127"
133021,Chipola College,"Chipola College
Address : 3094 Indian Circle, Marianna, Florida 32446-2053",www.chipola.edu,"$11,415","$13,656","$8,268","$17,245","$19,486","$14,098"
198303,Chowan University,"Chowan University
Address : One University Place, Murfreesboro, North Carolina 27855",www.chowan.edu/,"$35,544",,,"$35,544","$26,594",
219833,Christian Brothers University,"Christian Brothers University
Address : 650 East Parkway South, Memphis, Tennessee 38104",www.cbu.edu,"$43,276",,,"$43,276","$34,576",
260947,Christian Life College,"Christian Life College
Address : 400 E Gregory St, Mount Prospect, Illinois 60056-2522",www.christianlifecollege.edu,"$19,713",,,"$27,745","$16,005",
231712,Christopher Newport University,"Christopher Newport University
Address : 1 Avenue of the Arts, Newport News, Virginia 23606-3072",cnu.edu/,"$28,756","$29,934","$18,382","$40,382","$41,560","$30,008"
201858,Cincinnati Christian University,"Cincinnati Christian University
Address : 2700 Glenway Ave, Cincinnati, Ohio 45204-3200",www.ccuniversity.edu,"$30,746",,,"$32,287","$22,886",
201867,Cincinnati College of Mortuary Science,"Cincinnati College of Mortuary Science
Address : 645 W North Bend Rd, Cincinnati, Ohio 45224-1462",www.ccms.edu,"$37,970",,"$30,245",,,
486938,Chamberlain College of Nursing-Nevada,"Chamberlain College of Nursing-Nevada
Address : 9901 Covington Cross Drive, Las Vegas, Nevada 89144-6595",www.chamberlain.edu,"$38,270",,"$25,746",,,
486956,Chamberlain College of Nursing-New Jersey,"Chamberlain College of Nursing-New Jersey
Address : 630 U.S. Highway One, North Brunswick, New Jersey 08902-3492",www.chamberlain.edu,"$38,270",,"$25,746",,,
489344,Chamberlain College of Nursing-North Carolina,"Chamberlain College of Nursing-North Carolina
Address : 2015 Ayrsley Town Boulevard, Suite 204, Charlotte, North Carolina 28273",www.chamberlain.edu,"$36,654",,"$25,746",,,
454236,Chamberlain College of Nursing-Ohio,"Chamberlain College of Nursing-Ohio
Address : 1350 Alum Creek Drive, Columbus, Ohio 43209",www.chamberlain.edu,"$36,654",,"$25,746",,,
466930,Chamberlain College of Nursing-Texas,"Chamberlain College of Nursing-Texas
Address : 11025 Equity Drive, Houston, Texas 77041",www.chamberlain.edu,"$36,654",,"$25,746",,,
460871,Chamberlain College of Nursing-Virginia,"Chamberlain College of Nursing-Virginia
Address : 2450 Crystal Drive, Arlington, Virginia 22202",www.chamberlain.edu,"$38,270",,"$25,746",,,
141486,Chaminade University of Honolulu,"Chaminade University of Honolulu
Address : 3140 Waialae Avenue, Honolulu, Hawaii 96816-1578",www.chaminade.edu,"$39,845",,,"$39,633","$27,155",
230852,Champlain College,"Champlain College
Address : 163 S Willard St, Burlington, Vermont 05401",www.champlain.edu,"$56,306",,,"$52,410","$41,834",
111948,Chapman University,"Chapman University
Address : One University Dr., Orange, California 92866",www.chapman.edu,"$66,578",,,"$66,578","$54,310",
111966,Charles R Drew University of Medicine and Science,"Charles R Drew University of Medicine and Science
Address : 1731 E 120th St, Los Angeles, California 90059",www.cdrewu.edu,"$31,267",,"$18,773",,,
217688,Charleston Southern University,"Charleston Southern University
Address : 9200 University Blvd, Charleston, South Carolina 29406-9121",www.csuniv.edu,"$38,740",,,"$38,190","$29,140",
444778,Charlotte Christian College and Theological Seminary,"Charlotte Christian College and Theological Seminary
Address : 3117 Whiting Ave, Charlotte, North Carolina 28205-1648",www.charlottechristian.edu,"$27,155",,"$15,920",,,
102845,Charter College,"Charter College
Address : 17200 S.E. Mill Plain Boulevard, Suite 100, Vancouver, Washington 98683-7575",www.chartercollege.edu,"$36,339",,"$29,546",,,
128780,Charter Oak State College,"Charter Oak State College
Address : 55 Paul Manafort Drive, New Britain, Connecticut 06053",www.charteroak.edu,"$24,213",,"$15,957","$26,571","$18,315",
211556,Chatham University,"Chatham University
Address : Woodland Rd, Pittsburgh, Pennsylvania 15232",www.chatham.edu,"$49,517",,,"$51,017","$39,975",
211583,Chestnut Hill College,"Chestnut Hill College
Address : 9601 Germantown Ave, Philadelphia, Pennsylvania 19118-2693",www.chc.edu,"$49,755",,,"$49,351","$39,455",
211608,Cheyney University of Pennsylvania,"Cheyney University of Pennsylvania
Address : 1837 University Circle, Cheyney, Pennsylvania 19319-0200",www.cheyney.edu,"$27,558","$25,574","$16,606","$33,654","$31,670","$22,702"
144005,Chicago State University,"Chicago State University
Address : 9501 S. King Drive, Chicago, Illinois 60628-1598",www.csu.edu,"$24,891","$24,891","$16,167","$31,851","$31,851","$23,127"
133021,Chipola College,"Chipola College
Address : 3094 Indian Circle, Marianna, Florida 32446-2053",www.chipola.edu,"$11,415","$13,656","$8,268","$17,245","$19,486","$14,098"
198303,Chowan University,"Chowan University
Address : One University Place, Murfreesboro, North Carolina 27855",www.chowan.edu/,"$35,544",,,"$35,544","$26,594",
219833,Christian Brothers University,"Christian Brothers University
Address : 650 East Parkway South, Memphis, Tennessee 38104",www.cbu.edu,"$43,276",,,"$43,276","$34,576",
260947,Christian Life College,"Christian Life College
Address : 400 E Gregory St, Mount Prospect, Illinois 60056-2522",www.christianlifecollege.edu,"$19,713",,,"$27,745","$16,005",
231712,Christopher Newport University,"Christopher Newport University
Address : 1 Avenue of the Arts, Newport News, Virginia 23606-3072",cnu.edu/,"$28,756","$29,934","$18,382","$40,382","$41,560","$30,008"
201858,Cincinnati Christian University,"Cincinnati Christian University
Address : 2700 Glenway Ave, Cincinnati, Ohio 45204-3200",www.ccuniversity.edu,"$30,746",,,"$32,287","$22,886",
201867,Cincinnati College of Mortuary Science,"Cincinnati College of Mortuary Science
Address : 645 W North Bend Rd, Cincinnati, Ohio 45224-1462",www.ccms.edu,"$37,970",,"$30,245",,,
217864,Citadel Military College of South Carolina,"Citadel Military College of South Carolina
Address : 171 Moultrie St, Charleston, South Carolina 29409",www.citadel.edu,"$27,838",,"$48,916",,,
244233,City College-Fort Lauderdale,"City College-Fort Lauderdale
Address : 2000 W. Commercial Boulevard, Fort Lauderdale, Florida 33309",www.citycollege.edu,"$30,524",,"$18,781",,,
406547,City College-Gainesville,"City College-Gainesville
Address : 7001 N.W. 4th Blvd., Gainesville, Florida 32607",www.citycollege.edu,"$30,524",,"$18,781",,,
434539,City College-Miami,"City College-Miami
Address : 9300 S Dadeland Blvd., 2nd Floor, Miami, Florida 33156",www.citycollege.edu,"$30,524",,"$18,781",,,
234915,City University of Seattle,"City University of Seattle
Address : 521 Wall Street, Suite 100, Seattle, Washington 98121",www.cityu.edu,"$29,396",,,"$29,396","$19,748",
457697,City Vision University,"City Vision University
Address : 3101 Troost Ave. Suite 200, Kansas City, Missouri 64109-1845",www.cityvision.edu,"$14,100",,"$8,200",,,
217873,Claflin University,"Claflin University
Address : 400 Magnolia Street, Orangeburg, South Carolina 29115-4498",www.claflin.edu,"$32,090",,,"$37,758","$26,758",
112260,Claremont McKenna College,"Claremont McKenna College
Address : 500 E 9th St, Claremont, California 91711-6400",www.cmc.edu,"$69,385",,,"$68,795","$61,397",
211644,Clarion University of Pennsylvania,"Clarion University of Pennsylvania
Address : 840 Wood Street, Clarion, Pennsylvania 16214",www.clarion.edu,"$26,029","$26,029","$14,883","$30,506","$30,506","$19,360"
138947,Clark Atlanta University,"Clark Atlanta University
Address : 223 James P Brawley Drive, SW, Atlanta, Georgia 30314-4391",www.cau.edu,"$37,761",,,,,
234933,Clark College,"Clark College
Address : 1933 Fort Vancouver Way, Vancouver, Washington 98663-3598",www.clark.edu,"$17,874",,"$7,272","$23,217","$12,615",
165334,Clark University,"Clark University
Address : 950 Main St, Worcester, Massachusetts 01610-1477",www.clarku.edu,"$53,350",,,"$53,450","$45,000",
153126,Clarke University,"Clarke University
Address : 1550 Clarke Dr, Dubuque, Iowa 52001-3198",www.clarke.edu,"$44,500",,,"$44,500","$35,300",
211024,Clarks Summit University,"Clarks Summit University
Address : 538 Venard Rd, South Abington Township, Pennsylvania 18411-1250",www.clarkssummitu.edu/,"$31,180",,,"$34,513","$25,423",
180832,Clarkson College,"Clarkson College
Address : 101 S 42nd St, Omaha, Nebraska 68131-2739",www.clarksoncollege.edu/,"$29,300",,,"$29,900","$21,500",
190044,Clarkson University,"Clarkson University
Address : 8 Clarkson Ave, Potsdam, New York 13699",www.clarkson.edu,"$64,018",,,"$59,886","$50,508",
139311,Clayton  State University,"Clayton  State University
Address : 2000 Clayton State Boulevard, Morrow, Georgia 30260-0285",www.clayton.edu,"$19,218","$20,812","$9,062","$29,474","$31,068","$19,318"
156417,Clear Creek Baptist Bible College,"Clear Creek Baptist Bible College
Address : 300 Clear Creek Rd, Pineville, Kentucky 40977-9752",www.ccbbc.edu/,"$16,609",,,"$20,058","$12,449",
169327,Cleary University,"Cleary University
Address : 3750 Cleary Drive, Howell, Michigan 48843",www.cleary.edu,"$31,160",,,"$26,414","$22,220",
217882,Clemson University,"Clemson University
Address : 201 Sikes Hall, Clemson, South Carolina 29634",www.clemson.edu,"$28,662","$28,662","$22,006","$48,544","$48,544","$41,888"
202046,Cleveland Institute of Art,"Cleveland Institute of Art
Address : 11610 Euclid Avenue, Cleveland, Ohio 44106-1710",www.cia.edu,"$57,170",,,"$55,095","$49,955",
202073,Cleveland Institute of Music,"Cleveland Institute of Music
Address : 11021 East Blvd, Cleveland, Ohio 44106-1776",www.cim.edu,"$66,262",,,"$60,381","$51,606",
202134,Cleveland State University,"Cleveland State University
Address : 2121 Euclid Avenue, Cleveland, Ohio 44115-2214",www.csuohio.edu/,"$26,038","$26,038","$14,038","$30,089","$30,089","$18,089"
177038,Cleveland University-Kansas City,"Cleveland University-Kansas City
Address : 10850 Lowell Avenue, Overland Park, Kansas 66210",www.cleveland.edu,"$33,556",,"$20,347",,,
217891,Clinton College,"Clinton College
Address : 1029 Crawford Rd, Rock Hill, South Carolina 29730",www.clintoncollege.edu,"$19,645",,,"$19,145","$9,594",
234951,Clover Park Technical College,"Clover Park Technical College
Address : 4500 Steilacoom Blvd SW, Lakewood, Washington 98499-4004",www.cptc.edu,"$19,453",,"$10,045","$25,494","$16,086",
218724,Coastal Carolina University,"Coastal Carolina University
Address : 103 Tom Trout Drive, Conway, South Carolina 29526",www.coastal.edu,"$25,082","$24,148","$16,500","$39,326","$38,392","$30,744"
153144,Coe College,"Coe College
Address : 1220 First Ave NE, Cedar Rapids, Iowa 52402-5092",www.coe.edu,"$53,490",,,"$53,490","$44,670",
112394,Cogswell College,"Cogswell College
Address : 191 Baypointe Parkway, San Jose, California 95134",www.cogswell.edu,"$36,620",,,"$37,687","$25,321",
217907,Coker College,"Coker College
Address : 300 E College Ave, Hartsville, South Carolina 29550",coker.edu,"$38,718",,,"$35,316","$30,150",
161086,Colby College,"Colby College
Address : 4000 Mayflower Hill Drive, Waterville, Maine 04901-8840",www.colby.edu,"$65,824",,,"$58,174","$52,724",
182634,Colby-Sawyer College,"Colby-Sawyer College
Address : 541 Main St, New London, New Hampshire 03257-7835",www.colby-sawyer.edu,"$55,710",,,"$52,590","$42,450",
241720,Colegio Universitario de San Juan,"Colegio Universitario de San Juan
Address : 180 Jose Oliver St Tres Monjitas  Ind. Park, San Juan, Puerto Rico 00918",www.cunisanjuan.edu,"$12,450",,"$4,840",,,
112446,Coleman University,"Coleman University
Address : 8888 Balboa Ave, San Diego, California 92123-1506",www.coleman.edu,"$34,460",,"$26,693",,,
190099,Colgate University,"Colgate University
Address : 13 Oak Dr, Hamilton, New York 13346-1398",www.colgate.edu,"$67,290",,,,,
169442,College for Creative Studies,"College for Creative Studies
Address : 201 E Kirby, Detroit, Michigan 48202",www.collegeforcreativestudies.edu,"$56,190",,,"$56,190","$47,540",
388520,College of Biblical Studies-Houston,"College of Biblical Studies-Houston
Address : 7000 Regency Square Blvd., Houston, Texas 77036-3211",www.cbshouston.edu,"$21,769",,"$11,233",,,
417318,College of Business and Technology-Main Campus,"College of Business and Technology-Main Campus
Address : 8700 West Flagler Street, Suite 420, Miami, Florida 33174",www.cbt.edu,"$24,672",,"$18,352",,,
482024,College of Business and Technology-Miami Gardens,"College of Business and Technology-Miami Gardens
Address : 5190 NW 167 Street, Miami Gardens, Florida 33014-6338",www.cbt.edu,"$24,582",,"$18,352",,,
132851,College of Central Florida,"College of Central Florida
Address : 3001 SW College Rd, Ocala, Florida 34474",www.cf.edu,"$12,716",,"$6,974","$20,272","$14,530",
217819,College of Charleston,"College of Charleston
Address : 66 George St, Charleston, South Carolina 29424-0001",www.cofc.edu,"$28,989","$27,838","$17,072","$47,147","$45,996","$35,230"
139250,College of Coastal Georgia,"College of Coastal Georgia
Address : One College Drive, Brunswick, Georgia 31520-3644",www.ccga.edu,"$20,021","$16,169","$10,501","$26,628","$22,776","$17,108"
392257,College of Health Care Professions-Northwest,"College of Health Care Professions-Northwest
Address : 240 Northwest Mall, Houston, Texas 77092",www.chcp.edu,"$32,549",,"$22,530",,,
413617,College of Menominee Nation,"College of Menominee Nation
Address : N172 State Highway 47&amp;55, Keshena, Wisconsin 54135-1179",www.menominee.edu,"$17,342",,"$10,350",,,
193399,College of Mount Saint Vincent,"College of Mount Saint Vincent
Address : 6301 Riverdale Ave, Bronx, New York 10471-1093",www.mountsaintvincent.edu,"$46,135",,,"$50,795","$37,415",
167394,College of Our Lady of the Elms,"College of Our Lady of the Elms
Address : 291 Springfield St, Chicopee, Massachusetts 01013",www.elms.edu,"$49,198",,,"$46,777","$37,462",
174747,College of Saint Benedict,"College of Saint Benedict
Address : 37 S. College Ave., Saint Joseph, Minnesota 56374",www.csbsju.edu,"$55,206",,,"$55,206","$44,671",
186618,College of Saint Elizabeth,"College of Saint Elizabeth
Address : 2 Convent Rd, Morristown, New Jersey 07960-6989",www.cse.edu,"$51,225",,,"$50,059","$38,481",
181604,College of Saint Mary,"College of Saint Mary
Address : 7000 Mercy Rd., Omaha, Nebraska 68106",www.csm.edu,"$40,962",,,"$42,610","$34,204",
182005,College of Southern Nevada,"College of Southern Nevada
Address : 6375 W. Charleston Blvd., Las Vegas, Nevada 89146-1164",www.csn.edu,"$16,762",,"$9,149","$23,407","$15,794",
231077,College of St Joseph,"College of St Joseph
Address : 71 Clement Road, Rutland, Vermont 05701-3899",www.csj.edu,"$37,400",,,,,
190558,College of Staten Island CUNY,"College of Staten Island CUNY
Address : 2800 Victory Blvd, Staten Island, New York 10314",www.csi.cuny.edu,"$30,783","$27,269","$12,256","$37,893","$34,379","$19,366"
160959,College of the Atlantic,"College of the Atlantic
Address : 105 Eden Street, Bar Harbor, Maine 04609",www.coa.edu,"$54,969",,,,,
222178,Abilene Christian University,"Abilene Christian University
Address :  , Abilene, Texas 79699",www.acu.edu,"$45,980",,,"$45,980","$36,670",
222178,Abilene Christian University," , Abilene, Texas 79699",www.acu.edu,"$45,980",,,"$45,980","$36,670",
138558,Abraham Baldwin Agricultural College,"2802 Moore Hwy, Tifton, Georgia 31793-2601",www.abac.edu,"$15,025","$14,053","$7,653","$21,632","$20,660","$14,260"
488031,Abraham Lincoln University,"All programs offered completely via Distance education
Address : 3530 Wilshire Boulevard, Suite 1430, Los Angeles, California 90010",www.alu.edu/,"$117,284",,"$60,356",,
172866,Academy College,"1600 W. 82nd Street, Suite 100, Bloomington, Minnesota 55431-1411",www.academycollege.edu,"$36,650",,"$28,111",,
108232,Academy of Art University,"79 New Montgomery, San Francisco, California 94105",www.academyart.edu,"$41,234",,,"$39,804","$27,438",
439969,Acupuncture and Massage College,"10506 N Kendall Drive, Miami, Florida 33176",www.amcollege.edu,"$37,407",,"$17,127",,
126182,Adams State University,"208 Edgemont Blvd, Alamosa, Colorado 81101",www.adams.edu,"$22,266","$23,409","$13,563","$33,282","$34,425","$24,579"
188429,Adelphi University,"South Ave, Garden City, New York 11530-0701",www.adelphi.edu/,"$53,688",,,"$53,688","$43,720",
168528,Adrian College,"110 S Madison St, Adrian, Michigan 49221-2575",www.adrian.edu,"$50,706",,,"$50,706","$39,966",
133872,Adventist University of Health Sciences,"671 Winyah Drive, Orlando, Florida 32803",www.adu.edu,"$26,556",,,"$31,700","$20,430",
222178,Abilene Christian University,"Abilene Christian University
Address :  , Abilene, Texas 79699",www.acu.edu,"$45,980",,,"$45,980","$36,670",
138558,Abraham Baldwin Agricultural College,"Abraham Baldwin Agricultural College
Address : 2802 Moore Hwy, Tifton, Georgia 31793-2601",www.abac.edu,"$15,025","$14,053","$7,653","$21,632","$20,660","$14,260"
